query,COG_category,PFAMs
1458300_12833_165,M,ACD_PG_binding_1_Pesticin_Phage_GPD
1458300_13039_1,S,ParE_toxin
1458300_13039_2,,
1458300_13039_3,V,HNH
1458300_13039_4,F,HD_HD_assoc
1458300_13039_5,V,HNH
1458300_13543_1,T,DUF3391_HD_HD_5
1458300_13543_2,S,RDD
1458300_13543_3,S,YjgP_YjgQ
1458300_13543_4,S,YjgP_YjgQ
1458300_13543_5,E,Peptidase_M17_Peptidase_M17_N
1458300_13543_6,L,DNA_pol3_chi
1458300_13543_7,J,Anticodon_1_Val_tRNAsynt_C_tRNAsynt_1
1458300_13543_8,C,2Hacid_dh_2Hacid_dh_C
1458300_13543_9,J,PseudoU_synth_2
1458300_13543_10,K,Helicase_C_RapA_C_SNF2_N
1458300_13543_11,T,PIN_4_PhoH
1458300_13543_12,E,OTCace_OTCace_N
1458300_13543_13,F,OTCace_OTCace_N
1458300_13543_14,F,PyrI_PyrI_C
1458300_13543_15,J,Ribonuc_LPSP
1458300_13543_16,I,Acyltransferase
1458300_13543_17,M,EPSP_synthase
1458300_13543_18,K,BolA
1458300_13543_19,S,STAS_2
1458300_13543_20,Q,MlaC
1458300_13543_21,Q,MlaD
1458300_13543_22,Q,MlaE
1458300_13543_23,Q,ABC_tran_BCA_ABC_TP_C
1458300_13543_24,P,Na_Ca_ex
1458300_13543_25,M,CBS_SIS
1458300_13543_26,S,Hydrolase_3
1458300_13543_27,S,LptC
1458300_13543_28,S,OstA
1458300_13543_29,S,ABC_tran_BCA_ABC_TP_C
1458300_13543_30,K,Sigma54_AID_Sigma54_CBD_Sigma54_DBD
1458300_13543_31,J,Ribosomal_S30AE
1458300_13543_32,G,PTS_EIIA_2
1458300_13543_33,S,ATP_bind_2
1458300_13543_34,G,PTSHPr
1458300_13543_35,P,CBS_MgtE_MgtE_N
1458300_13543_36,S,PmbA_TldD
1458300_13543_37,S,DUF615
1458300_13543_38,P,ABC_tran
1458300_13543_39,P,BPD_transp_1
1458300_13543_40,P,SBP_bac_1_SBP_bac_6
1458300_13543_41,H,Flavoprotein
1458300_13543_42,M,Mur_ligase_Mur_ligase_C_Mur_ligase_M
1458300_13543_43,G,FBPase
1458300_13543_44,C,Pyrophosphatase
1458300_13543_45,S,GGACT
1458300_13543_46,S,TamB
1458300_13543_47,M,Bac_surface_Ag_POTRA_POTRA_TamA_1
1458300_13543_48,O,PMSR
1458300_13543_49,S,YtfJ_HI0045
1458300_13543_50,S,DUF2607
1458300_13543_51,P,DUF2796
1458300_13543_52,V,ABC_tran
1458300_13543_53,V,FtsX_MacB_PCD
1458300_13543_54,S,DUF3299
1458300_13543_55,S,DUF2806
1458300_13543_56,F,APS_kinase
1458300_13543_57,H,GTP_EFTU
1458300_13543_58,H,PAPS_reduct
1458300_13543_59,H,CysG_dimeriser_NAD_binding_7_Sirohm_synth_M_TP_methylase
1458300_13543_60,F,5_nucleotid_C_Metallophos
1458300_13543_61,T,cNMP_binding
1458300_13543_62,JKL,DEAD_DbpA_Helicase_C
1458300_13543_63,S,Acetyltransf_10
1458300_13543_64,EG,EamA
1458300_13543_65,M,OapA_OapA_N
1458300_13543_66,O,FKBP_C_FKBP_N
1458300_13543_67,S,DUF2780
1458300_13543_68,J,Ribosomal_L17
1458300_13543_69,K,RNA_pol_A_CTD_RNA_pol_A_bac_RNA_pol_L
1458300_13543_70,J,Ribosomal_S4_S4
1458300_13543_71,J,Ribosomal_S11
1458300_13543_72,J,Ribosomal_S13
1458300_13543_73,J,Ribosomal_L36
1458300_13543_74,U,SecY
1458300_13543_75,J,Ribosomal_L27A
1458300_13543_76,J,Ribosomal_L30
1458300_13543_77,J,Ribosomal_S5_Ribosomal_S5_C
1458300_13543_78,J,Ribosomal_L18p
1458300_13543_79,J,Ribosomal_L6
1458300_13543_80,J,Ribosomal_S8
1458300_13543_81,J,Ribosomal_S14
1458300_13543_82,J,Ribosomal_L5_Ribosomal_L5_C
1458300_13543_83,J,KOW_ribosomal_L24
1458300_13543_84,J,Ribosomal_L14
1458300_13543_85,J,Ribosomal_S17
1458300_13543_86,J,Ribosomal_L29
1458300_13543_87,J,Ribosomal_L16
1458300_13543_88,J,KH_2_Ribosomal_S3_C
1458300_13543_89,J,Ribosomal_L22
1458300_13543_90,J,Ribosomal_S19
1458300_13543_91,J,Ribosomal_L2_Ribosomal_L2_C
1458300_13543_92,J,Ribosomal_L23
1458300_13543_93,J,Ribosomal_L4
1458300_13543_94,J,Ribosomal_L3
1458300_13543_95,J,Ribosomal_S10
1458300_13543_96,J,SpoU_methylase_SpoU_sub_bind
1458300_13543_97,J,HTH_12_OB_RNB_RNB_S1
1458300_13543_98,S,DUF3413_Sulfatase
1458300_13543_99,N,Sel1
1458300_13543_100,F,Adenylsucc_synt
1458300_13543_101,E,Asparaginase_2
1458300_13543_102,G,FKBP_C
1458300_13543_104,P,Na_H_Exchanger_TrkA_N
1458300_13543_105,C,Flavodoxin_2
1458300_13543_106,S,ABC_tran_ABC_tran_CTD_ABC_tran_Xtn_CENPO
1458300_13543_107,S,DUF2390
1458300_13543_108,S,Abhydrolase_1
1458300_13543_109,S,UPF0270
1458300_13543_110,G,PRK
1458300_13543_111,K,Crp_cNMP_binding
1458300_13543_112,S,DUF1338
1458300_13543_113,C,Aldedh
1458300_13543_114,H,AstA
1458300_13543_115,E,Aminotran_3
1458300_13543_116,EH,GATase
1458300_13543_117,J,Radical_SAM_UPF0004
1458300_13543_118,F,Exo_endo_phos_LTD
1458300_13543_119,ET,SBP_bac_3
1458300_13543_120,J,tRNAsynt_1b
1458300_13543_121,G,HAD_2
1458300_13543_122,G,Ribul_P_3_epim
1458300_13543_123,H,MethyltransfD12
1458300_13543_124,U,AAA_22_SPOR
1458300_13543_125,E,DHQ_synthase
1458300_13543_126,F,SKI
1458300_13543_127,U,STN_Secretin_Secretin_N
1458300_13543_128,NU,PilP
1458300_13543_129,NU,PilO
1458300_13543_130,NU,PilN
1458300_13543_131,NU,PilM_2
1458300_13543_132,M,PCB_OB_Transgly_Transpeptidase
1458300_13543_133,K,HTH_1_LysR_substrate
1458300_13543_134,O,Glutaredoxin_Redoxin
1458300_13543_135,C,Pyr_redox_2_Pyr_redox_dim
1458300_13543_136,S,DUF3624
1458300_13543_137,E,ASL_C2_Acetyltransf_1_Lyase_1
1458300_13543_138,F,Arginosuc_synth
1458300_13543_139,F,AA_kinase
1458300_13543_140,E,Semialdhyde_dh_Semialdhyde_dhC
1458300_13543_141,E,M20_dimer_Peptidase_M20
1458300_13543_142,H,PEPcase
1458300_13543_143,K,PadR_Vir_act_alpha_C
1458300_13543_144,E,Hexapep_SATase_N
1458300_13543_145,I,NAD_Gly3P_dh_C_NAD_Gly3P_dh_N
1458300_13543_146,U,SecB
1458300_13543_147,P,Rhodanese
1458300_13543_148,J,tRNAsynt_2
1458300_13543_149,C,FAD_binding_2_Succ_DH_flav_C
1458300_13543_150,C,Fer2_3_Fer4_8
1458300_13543_151,C,Fumarate_red_C
1458300_13543_152,C,Fumarate_red_D
1458300_13543_153,J,EFP_EFP_N_ElongfactP_C
1458300_13543_154,C,Fer4_12_Fer4_14_Radical_SAM
1458300_13543_155,,
1458300_13543_156,O,Cpn60_TCP1
1458300_13543_157,O,Cpn10
1458300_13543_158,K,HTH_11_HTH_24_HTH_34_HTH_DeoR
1458300_13543_159,S,DUF3135
1458300_13543_160,S,DUF805
1458300_13543_161,G,CHMI
1458300_13543_162,G,TIM
1458300_13543_163,V,MatE
1458300_13543_164,H,RraAlike
1458300_13543_165,H,UbiA
1458300_13543_166,O,AAA_2_ClpB_D2small
1458300_13543_167,O,Proteasome
1458300_13543_168,D,SPOR
1458300_13543_169,K,LacI_Peripla_BP_3
1458300_13543_170,L,DEAD_Helicase_C
1458300_13543_171,J,Ribosomal_L31
1458300_13543_172,C,Malic_M_malic
1458300_13543_173,K,MetJ
1458300_13543_174,E,Cys_Met_Meta_PP
1458300_13543_175,E,AA_kinase_Homoserine_dh_NAD_binding_3
1458300_13543_176,E,MTHFR
1458300_13543_177,D,ZapB
1458300_13543_178,G,FBPase_glpX
1458300_13543_179,F,PFK
1458300_13543_180,P,Cation_efflux_ZT_dimer
1458300_13543_181,NPTU,LTXXQ
1458300_13543_182,K,Response_reg_Trans_reg_C
1458300_13543_183,T,CpxA_peri_HAMP_HATPase_c_HisKA
1458300_13543_184,C,Sod_Fe_C_Sod_Fe_N
1458300_13543_185,J,SpoU_methylase
1458300_13543_186,S,FxsA
1458300_13543_187,T,GGDEF_TPR_10_TPR_12_TPR_7_TPR_8
1458300_13543_188,E,FumaraseC_C_Lyase_1
1458300_13543_189,S,DcuA_DcuB
1458300_13543_190,G,CBM_48_DUF3372_PUD
1458300_13543_191,G,CBM_48_DUF3372_PUD
1458300_13543_192,CO,DsbC_DsbD_Thioredoxin_7
1458300_13543_193,K,GerE_Response_reg
1458300_13543_194,P,CorC_HlyC_Na_H_Exchanger_TrkA_C
1458300_13543_195,S,DUF4212
1458300_13543_196,S,SSF
1458300_13543_197,U,Vut_1
1458300_13543_198,F,Guanylate_kin
1458300_13543_199,K,RNA_pol_Rpb6
1458300_13543_200,KT,ACT_4_HD_4_RelA_SpoT_TGS
1458300_13543_201,L,DEAD_Helicase_C_RecG_wedge_tRNA_anticodon
1458300_13543_202,F,Xan_ur_permease
1458300_13543_203,T,HAMP_HATPase_c_HisKA
1458300_13543_204,K,Response_reg_Trans_reg_C
1458300_13543_205,K,GreA_GreB_GreA_GreB_N
1458300_13543_206,K,HHH_3_S1_Tex_N_Tex_YqgF
1458300_13543_207,,
1458300_13543_208,S,Abhydrolase_1_Abhydrolase_6
1458300_13543_209,S,Pribosyltran
1458300_13543_210,C,FeS_biosyn_NifU
1458300_13543_211,L,NUDIX
1458300_13543_212,P,Inositol_P
1458300_13543_213,S,T2SSN
1458300_13543_214,U,T2SSM
1458300_13543_215,U,GspL_C_T2SSL
1458300_13543_216,U,T2SSK
1458300_13543_217,U,N_methyl_T2SSJ
1458300_13543_218,NU,N_methyl_T2SSI
1458300_13543_219,NU,GspH_N_methyl
1458300_13543_220,U,N_methyl_T2SSG
1458300_13543_221,U,T2SSF
1458300_13543_222,NU,T2SSE_T2SSE_N
1458300_13543_223,NU,Secretin_Secretin_N
1458300_13543_224,U,T2SSC
1458300_13543_225,J,DUF2870_S4
1458300_13543_226,O,HSP33
1458300_13543_227,F,PEPCK_ATP
1458300_13543_228,S,AsmA
1458300_13543_229,KQ,Acetyltransf_1_Acetyltransf_10_YiiD_C
1458300_13543_230,J,Tyr_Deacylase
1458300_13543_231,S,Virul_fac_BrkB
1458300_13543_232,S,AAA_28
1458300_13543_233,T,EFG_C_GTP_EFTU_GTP_EFTU_D2
1458300_13543_234,,
1458300_13543_235,E,Glnsynt_C_Glnsynt_N
1458300_13543_236,S,BiPBP_C_DUF4124
1458300_13543_237,T,HATPase_c_HisKA_PAS
1458300_13543_238,T,HTH_8_Response_reg_Sigma54_activat
1458300_13543_239,T,EAL_GGDEF_HAMP_dCache_1
1458300_13543_240,F,A_deaminase
1458300_14103_1,S,CTX_RstB
1458300_14103_4,,CTXphi_pIIIN1
1458300_14103_5,S,DUF2523
1458300_14103_6,S,Zot
1458300_14103_7,M,Enterotoxin_a
1458300_14103_9,MQ,ACD_ADPrib_exo_Tox_Anthrax_toxA_Hydrolase_4_MLD_Peptidase_C80_RtxA
1458300_14103_10,O,HlyC
1458300_14103_11,,
1458300_14103_12,V,ABC_membrane_ABC_tran_Peptidase_C39
1458300_14103_13,M,HlyD_3
1458300_14103_14,V,ABC_membrane_ABC_tran_Peptidase_C39
1458300_14103_15,T,HATPase_c_HisKA_Response_reg
1458300_14103_16,S,FIST_FIST_C
1458300_14103_17,,
1458300_14103_18,C,COX1
1458300_14103_19,C,FixO
1458300_14103_20,O,FixQ
1458300_14103_21,C,Cytochrome_CBB3_FixP_N
1458300_14103_22,S,FixH
1458300_14103_23,P,ATPasecat_bd_E1E2_ATPase_HMA_Hydrolase_Hydrolase_3
1458300_14103_24,P,FixS
1458300_14103_25,S,DsbD_2
1458300_14103_26,K,HTH_Crp_2_cNMP_binding
1458300_14103_27,T,Usp
1458300_14103_28,J,ATP_bind_3
1458300_14103_29,S,DUF2987
1458300_14103_30,S,Glucosaminidase
1458300_14103_31,,
1458300_14103_32,P,ABC_tran_TOBE_2
1458300_14103_33,P,BPD_transp_1
1458300_14103_34,P,BPD_transp_1
1458300_14103_35,P,SBP_bac_6_SBP_bac_8
1458300_14103_36,P,SBP_bac_6_SBP_bac_8
1458300_14103_37,,
1458300_14103_38,,
1458300_14103_39,U,Na_Ala_symp
1458300_14103_40,E,LysE
1458300_14103_41,S,DUF2931
1458300_14103_42,,
1458300_14103_43,I,Lipase_3
1458300_14103_44,S,DUF4123
1458300_14103_45,M,ACD_PG_binding_1_Pesticin_Phage_GPD
1458300_14680_1,V,Peptidase_S66
